species_main,genus_main,subfamily_main,family_main,isscaap_division_code,isscaap_division_name,isscaap_group_code,note
Siganus javus,Siganus,NEI,Siganidae,3,Marine fishes,33,NA
Siganus virgatus,Siganus,NEI,Siganidae,3,Marine fishes,33,NA
Sikukia gudgeri,Sikukia,NEI,Cyprinidae,1,Freshwater fishes,11,NA
Siliqua patula,Siliqua,Siliquinae,Pharidae,5,Molluscs,56,NA
Sillago maculata,Sillago,NEI,Sillaginidae,3,Marine fishes,33,NA
Sillago sihama,Sillago,NEI,Sillaginidae,3,Marine fishes,33,NA
Silurus glanis,Silurus,NEI,Siluridae,1,Freshwater fishes,13,NA
Similiparma lurida,Similiparma,Pomacentrinae,Pomacentridae,3,Marine fishes,33,warning: matched using derived genus information
Sinistrofulgur perversum,Sinistrofulgur,NEI,Buccinidae,5,Molluscs,52,warning: matched using derived family information
Solea senegalensis,Solea,NEI,Soleidae,3,Marine fishes,31,NA
Solea solea,Solea,NEI,Soleidae,3,Marine fishes,31,NA
Solea solea,Solea,NEI,Soleidae,3,Marine fishes,31,warning: matched using genus information
Solen guinensis,Solen,NEI,Solenidae,5,Molluscs,56,warning: matched using genus information
Solen marginatus,Solen,NEI,Solenidae,5,Molluscs,56,NA
Solenocera crassicornis,Solenocera,NEI,Solenoceridae,4,Crustaceans,45,NA
Solenocera membranacea,Solenocera,NEI,Solenoceridae,4,Crustaceans,45,NA
Somniosus microcephalus,Somniosus,NEI,Somniosidae,3,Marine fishes,38,NA
Sorubim lima,Sorubim,NEI,Pimelodidae,1,Freshwater fishes,13,NA
Sparisoma cretense,Sparisoma,Sparisomatinae,Scaridae,3,Marine fishes,33,NA
Sparus aurata,Sparus,NEI,Sparidae,3,Marine fishes,33,NA
Sperata aor,Sperata,NEI,Bagridae,1,Freshwater fishes,13,warning: matched using derived family information
Sphoeroides andersonianus,Sphoeroides,Tetraodontinae,Tetraodontidae,3,Marine fishes,33,warning: matched using genus information
Sphoeroides maculatus,Sphoeroides,Tetraodontinae,Tetraodontidae,3,Marine fishes,33,NA
Sphoeroides pachygaster,Sphoeroides,Tetraodontinae,Tetraodontidae,3,Marine fishes,33,NA
Sphoeroides testudineus,Sphoeroides,Tetraodontinae,Tetraodontidae,3,Marine fishes,33,NA
Sphyraena afra,Sphyraena,NEI,Sphyraenidae,3,Marine fishes,37,NA
Sphyraena barracuda,Sphyraena,NEI,Sphyraenidae,3,Marine fishes,37,NA
Sphyraena ensis,Sphyraena,NEI,Sphyraenidae,3,Marine fishes,37,NA
Sphyraena forsteri,Sphyraena,NEI,Sphyraenidae,3,Marine fishes,37,NA
Sphyraena guachancho,Sphyraena,NEI,Sphyraenidae,3,Marine fishes,37,NA
Sphyraena jello,Sphyraena,NEI,Sphyraenidae,3,Marine fishes,37,NA
Sphyraena obtusata,Sphyraena,NEI,Sphyraenidae,3,Marine fishes,37,NA
Sphyraena putnamae,Sphyraena,NEI,Sphyraenidae,3,Marine fishes,37,NA
Sphyraena qenie,Sphyraena,NEI,Sphyraenidae,3,Marine fishes,37,NA
Sphyraena sphyraena,Sphyraena,NEI,Sphyraenidae,3,Marine fishes,37,NA
Sphyraena viridensis,Sphyraena,NEI,Sphyraenidae,3,Marine fishes,37,NA
Sphyrna corona,Sphyrna,NEI,Sphyrnidae,3,Marine fishes,38,NA
Sphyrna lewini,Sphyrna,NEI,Sphyrnidae,3,Marine fishes,38,NA
Sphyrna mokarran,Sphyrna,NEI,Sphyrnidae,3,Marine fishes,38,NA
Sphyrna tiburo,Sphyrna,NEI,Sphyrnidae,3,Marine fishes,38,NA
Sphyrna zygaena,Sphyrna,NEI,Sphyrnidae,3,Marine fishes,38,NA
Spicara maena,Spicara,NEI,Centracanthidae,3,Marine fishes,33,NA
Spicara smaris,Spicara,NEI,Centracanthidae,3,Marine fishes,33,NA
Spisula solida,Spisula,Mactrinae,Mactridae,5,Molluscs,56,NA
Spisula solidissima,Spisula,Mactrinae,Mactridae,5,Molluscs,56,NA
Spondyliosoma cantharus,Spondyliosoma,NEI,Sparidae,3,Marine fishes,33,NA
Spondylus limbatus,Spondylus,NEI,Spondylidae,5,Molluscs,53,warning: matched using genus information
Spondylus princeps,Spondylus,NEI,Spondylidae,5,Molluscs,53,NA
Sprattus fuegensis,Sprattus,Clupeinae,Clupeidae,3,Marine fishes,35,NA
Sprattus sprattus,Sprattus,Clupeinae,Clupeidae,3,Marine fishes,35,NA
Squalius cephalus,Squalius,Leuciscinae,Cyprinidae,1,Freshwater fishes,11,warning: matched using derived family information
Squalus acanthias,Squalus,NEI,Squalidae,3,Marine fishes,38,NA
Squalus blainville,Squalus,NEI,Squalidae,3,Marine fishes,38,NA
Squalus megalops,Squalus,NEI,Squalidae,3,Marine fishes,38,NA
Squalus mitsukurii,Squalus,NEI,Squalidae,3,Marine fishes,38,NA
Squatina aculeata,Squatina,NEI,Squatinidae,3,Marine fishes,38,NA
Squatina armata,Squatina,NEI,Squatinidae,3,Marine fishes,38,warning: matched using derived genus information
Squatina californica,Squatina,NEI,Squatinidae,3,Marine fishes,38,NA
Squatina guggenheim,Squatina,NEI,Squatinidae,3,Marine fishes,38,NA
Squatina squatina,Squatina,NEI,Squatinidae,3,Marine fishes,38,NA
Squilla empusa,Squilla,NEI,Squillidae,4,Crustaceans,47,NA
Squilla mantis,Squilla,NEI,Squillidae,4,Crustaceans,47,NA
Stellifer minor,Stellifer,NEI,Sciaenidae,3,Marine fishes,33,NA
Stenobrachius leucopsarus,Stenobrachius,Lampanyctinae,Myctophidae,3,Marine fishes,34,NA
Stenorhynchus seticornis,Stenorhynchus,Stenorhynchinae,Inachidae,4,Crustaceans,42,warning: matched using derived family information
Stenotomus chrysops,Stenotomus,NEI,Sparidae,3,Marine fishes,33,NA
Stephanolepis hispidus,Stephanolepis,NEI,Monacanthidae,3,Marine fishes,33,NA
Stereolepis gigas,Stereolepis,NEI,Polyprionidae,3,Marine fishes,33,NA
Sthenoteuthis pteropus,Sthenoteuthis,NEI,Ommastrephidae,5,Molluscs,57,NA
Stichopus chloronotus,Stichopus,NEI,Stichopodidae,7,Miscellaneous aquatic animals,76,NA
Stichopus herrmanni,Stichopus,NEI,Stichopodidae,7,Miscellaneous aquatic animals,76,NA
Stichopus horrens,Stichopus,NEI,Stichopodidae,7,Miscellaneous aquatic animals,76,NA
Stichopus monotuberculatus,Stichopus,NEI,Stichopodidae,7,Miscellaneous aquatic animals,76,NA
Stichopus variegatus,Stichopus,NEI,Stichopodidae,7,Miscellaneous aquatic animals,76,NA
Stichopus vastus,Stichopus,NEI,Stichopodidae,7,Miscellaneous aquatic animals,76,NA
Stolephorus commersonnii,Stolephorus,Engraulinae,Engraulidae,3,Marine fishes,35,warning: matched using genus information
Stolephorus indicus,Stolephorus,Engraulinae,Engraulidae,3,Marine fishes,35,NA
Stolothrissa tanganicae,Stolothrissa,Dorosomatinae,Clupeidae,1,Freshwater fishes,13,NA
Stomolophus meleagris,Stomolophus,NEI,Stomolophidae,7,Miscellaneous aquatic animals,77,NA
Stramonita haemastoma,Stramonita,Rapaninae,Muricidae,5,Molluscs,52,warning: matched using derived family information
Strangomera bentincki,Strangomera,Clupeinae,Clupeidae,3,Marine fishes,35,NA
Striostrea margaritacea,Striostrea,NEI,Ostreidae,5,Molluscs,53,NA
Striostrea prismatica,Striostrea,NEI,Ostreidae,5,Molluscs,53,NA
Stromateus fiatola,Stromateus,NEI,Stromateidae,3,Marine fishes,37,NA
Stromateus stellatus,Stromateus,NEI,Stromateidae,3,Marine fishes,37,NA
Strombus gigas,Lobatus,NEI,Strombidae,5,Molluscs,52,NA
Strombus gracilior,Strombus,NEI,Strombidae,5,Molluscs,52,NA
Strombus pugilis,Strombus,NEI,Strombidae,5,Molluscs,52,NA
Strongylocentrotus droebachiensis,Strongylocentrotus,NEI,Strongylocentrotidae,7,Miscellaneous aquatic animals,76,NA
Strongylocentrotus purpuratus,Strongylocentrotus,NEI,Strongylocentrotidae,7,Miscellaneous aquatic animals,76,warning: matched using genus information
Strongylura exilis,Strongylura,NEI,Belonidae,3,Marine fishes,37,NA
Strongylura leiura,Strongylura,NEI,Belonidae,3,Marine fishes,37,NA
Strongylura marina,Strongylura,NEI,Belonidae,3,Marine fishes,37,NA
Strongylura senegalensis,Strongylura,NEI,Belonidae,3,Marine fishes,37,NA
Strongylura timucu,Strongylura,NEI,Belonidae,3,Marine fishes,37,NA
Sufflamen fraenatum,Sufflamen,NEI,Balistidae,3,Marine fishes,33,NA
Symphodus cinereus,Symphodus,NEI,Labridae,3,Marine fishes,33,NA
Symphodus melops,Symphodus,NEI,Labridae,3,Marine fishes,33,NA
Sympterygia brevicaudata,Sympterygia,NEI,Arhynchobatidae,3,Marine fishes,38,warning: matched using derived genus information
Synaphobranchus kaupii,Synaphobranchus,Synaphobranchinae,Synaphobranchidae,3,Marine fishes,34,NA
Synaptura cadenati,Synaptura,NEI,Soleidae,3,Marine fishes,31,NA
Synapturichthys kleinii,Synapturichthys,NEI,Soleidae,3,Marine fishes,31,NA
Synbranchus marmoratus,Synbranchus,NEI,Synbranchidae,1,Freshwater fishes,13,NA
Syngnathus abaster,Syngnathus,Syngnathinae,Syngnathidae,3,Marine fishes,33,NA
Synodontis acanthomias,Synodontis,Mochokinae,Mochokidae,1,Freshwater fishes,13,warning: matched using genus information
Synodontis njassae,Synodontis,Mochokinae,Mochokidae,1,Freshwater fishes,13,NA
Synodontis schall,Synodontis,Mochokinae,Mochokidae,1,Freshwater fishes,13,NA
Synodus foetens,Synodus,Synodontinae,Synodontidae,3,Marine fishes,33,warning: matched using derived genus information
Synodus intermedius,Synodus,Synodontinae,Synodontidae,3,Marine fishes,33,warning: matched using derived genus information
Synodus saurus,Synodus,Synodontinae,Synodontidae,3,Marine fishes,33,NA
Synodus scituliceps,Synodus,Synodontinae,Synodontidae,3,Marine fishes,33,warning: matched using derived genus information
Synodus variegatus,Synodus,Synodontinae,Synodontidae,3,Marine fishes,33,NA
Systomus sarana,Systomus,Barbinae,Cyprinidae,1,Freshwater fishes,11,NA
Taeniura grabata,Taeniura,Neotrygoninae,Dasyatidae,3,Marine fishes,38,NA
Taeniurops meyeni,Taeniurops,Dasyatinae,Dasyatidae,3,Marine fishes,38,warning: matched using derived family information
Tagelus dombeii,Tagelus,NEI,Solecurtidae,5,Molluscs,56,NA
Taliepus dentatus,Taliepus,NEI,Epialtidae,NA,NA,NA,NA
Taliepus marginatus ,Taliepus,NEI,Epialtidae,NA,NA,NA,NA
Taractes rubescens,Taractes,NEI,Bramidae,3,Marine fishes,37,NA
Taractichthys longipinnis,Taractichthys,NEI,Bramidae,3,Marine fishes,37,NA
Taractichthys steindachneri,Taractichthys,NEI,Bramidae,3,Marine fishes,37,NA
Tautoga onitis,Tautoga,NEI,Labridae,3,Marine fishes,33,NA
Tautogolabrus adspersus,Tautogolabrus,NEI,Labridae,3,Marine fishes,33,NA
Tawera elliptica,Tawera,NEI,Veneridae,5,Molluscs,56,warning: matched using derived genus information
Tegillarca granosa,Tegillarca,NEI,Arcidae,5,Molluscs,56,warning: matched using derived family information
?Tegula atra,Tegula,NEI,Tegulidae,5,Molluscs,52,warning: matched using genus information
Tenualosa ilisha,Tenualosa,Dorosomatinae,Clupeidae,2,Diadromous fishes,24,NA
Tenualosa macrura,Tenualosa,Dorosomatinae,Clupeidae,2,Diadromous fishes,24,NA
Tenualosa toli,Tenualosa,Dorosomatinae,Clupeidae,2,Diadromous fishes,24,NA
Terapon jarbua,Terapon,NEI,Terapontidae,3,Marine fishes,33,NA
Terapon puta,Terapon,NEI,Terapontidae,3,Marine fishes,33,NA
Tetraodon lineatus,Tetraodon,Tetraodontinae,Tetraodontidae,3,Marine fishes,33,warning: matched using genus information
Tetrapturus angustirostris,Tetrapturus,NEI,Istiophoridae,3,Marine fishes,36,NA
Tetrapturus belone,Tetrapturus,NEI,Istiophoridae,3,Marine fishes,36,NA
Tetrapturus pfluegeri,Tetrapturus,NEI,Istiophoridae,3,Marine fishes,36,NA
Thais chocolata,Thaisella,NEI,Muricidae,5,Molluscs,52,NA
Thaisella chocolata,Thaisella,NEI,Muricidae,5,Molluscs,52,warning: matched using derived family information
Thalassina anomala,Thalassina,NEI,Thalassinidae,4,Crustaceans,43,NA
Thalassoma pavo,Thalassoma,Corinae,Labridae,3,Marine fishes,33,NA
Thaleichthys pacificus,Thaleichthys,NEI,Osmeridae,2,Diadromous fishes,23,NA
Thamnaconus modestus,Thamnaconus,NEI,Monacanthidae,3,Marine fishes,33,NA
Thamnaconus paschalis,Thamnaconus,NEI,Monacanthidae,3,Marine fishes,33,warning: matched using genus information
Thelenota ananas,Thelenota,NEI,Stichopodidae,7,Miscellaneous aquatic animals,76,NA
Thelenota anax,Thelenota,NEI,Stichopodidae,7,Miscellaneous aquatic animals,76,NA
Thenus orientalis,Thenus,Theninae,Scyllaridae,4,Crustaceans,43,NA
Thryssa hamiltonii,Thryssa,Coiliinae,Engraulidae,3,Marine fishes,35,NA
Thryssa setirostris,Thryssa,Coiliinae,Engraulidae,3,Marine fishes,35,NA
Thunnus alalunga,Thunnus,Scombrinae,Scombridae,3,Marine fishes,36,NA
Thunnus albacares,Thunnus,Scombrinae,Scombridae,3,Marine fishes,36,NA
Thunnus atlanticus,Thunnus,Scombrinae,Scombridae,3,Marine fishes,36,NA
Thunnus maccoyii,Thunnus,Scombrinae,Scombridae,3,Marine fishes,36,NA
Thunnus obesus,Thunnus,Scombrinae,Scombridae,3,Marine fishes,36,NA
Thunnus thynnus,Thunnus,Scombrinae,Scombridae,3,Marine fishes,36,NA
Thunnus tonggol,Thunnus,Scombrinae,Scombridae,3,Marine fishes,36,NA
Thynnichthys vaillanti,Thynnichthys,NEI,Cyprinidae,1,Freshwater fishes,11,NA
Thyrsites atun,Thyrsites,NEI,Gempylidae,3,Marine fishes,34,NA
Tilapia mariae,Pelmatolapia,Pseudocrenilabrinae,Cichlidae,1,Freshwater fishes,12,NA
Tinca tinca,Tinca,Tincinae,Cyprinidae,1,Freshwater fishes,11,NA
Todarodes sagittatus,Todarodes,Todarodinae,Ommastrephidae,5,Molluscs,57,NA
Todaropsis eblanae,Todaropsis,Todarodinae,Ommastrephidae,5,Molluscs,57,NA
Tor putitora,Tor,NEI,Cyprinidae,1,Freshwater fishes,11,NA
Torpedo marmorata,Torpedo,NEI,Torpedinidae,3,Marine fishes,38,NA
Totoaba macdonaldi,Totoaba,NEI,Sciaenidae,3,Marine fishes,33,NA
Toxotes chatareus,Toxotes,NEI,Toxotidae,1,Freshwater fishes,13,NA
Trachinotus africanus,Trachinotus,Trachinotinae,Carangidae,3,Marine fishes,37,NA
Trachinotus baillonii,Trachinotus,Trachinotinae,Carangidae,3,Marine fishes,37,NA
Trachinotus blochii,Trachinotus,Trachinotinae,Carangidae,3,Marine fishes,37,NA
Trachinotus botla,Trachinotus,Trachinotinae,Carangidae,3,Marine fishes,37,NA
Trachinotus carolinus,Trachinotus,Trachinotinae,Carangidae,3,Marine fishes,37,NA
Trachinotus falcatus,Trachinotus,Trachinotinae,Carangidae,3,Marine fishes,37,NA
Trachinotus goodei,Trachinotus,Trachinotinae,Carangidae,3,Marine fishes,37,NA
Trachinotus goreensis,Trachinotus,Trachinotinae,Carangidae,3,Marine fishes,37,NA
Trachinotus maxillosus,Trachinotus,Trachinotinae,Carangidae,3,Marine fishes,37,NA
Trachinotus mookalee,Trachinotus,Trachinotinae,Carangidae,3,Marine fishes,37,NA
Trachinotus ovatus,Trachinotus,Trachinotinae,Carangidae,3,Marine fishes,37,NA
Trachinotus rhodopus,Trachinotus,Trachinotinae,Carangidae,3,Marine fishes,37,NA
Trachinotus teraia,Trachinotus,Trachinotinae,Carangidae,3,Marine fishes,37,NA
Trachinus araneus,Trachinus,NEI,Trachinidae,3,Marine fishes,33,NA
Trachinus draco,Trachinus,NEI,Trachinidae,3,Marine fishes,33,NA
Trachinus radiatus,Trachinus,NEI,Trachinidae,3,Marine fishes,33,NA
Trachurus indicus,Trachurus,Caranginae,Carangidae,3,Marine fishes,37,NA
Trachurus mediterraneus,Trachurus,Caranginae,Carangidae,3,Marine fishes,37,NA
Trachurus murphyi,Trachurus,Caranginae,Carangidae,3,Marine fishes,37,NA
Trachurus picturatus,Trachurus,Caranginae,Carangidae,3,Marine fishes,37,NA
Trachurus symmetricus,Trachurus,Caranginae,Carangidae,3,Marine fishes,37,NA
Trachurus trachurus,Trachurus,Caranginae,Carangidae,3,Marine fishes,37,NA
Trachurus trecae,Trachurus,Caranginae,Carangidae,3,Marine fishes,37,NA
Trachyrincus scabrus,Trachyrincus,Trachyrincinae,Macrouridae,3,Marine fishes,32,NA
Trachysalambria curvirostris,Trachysalambria,NEI,Penaeidae,4,Crustaceans,45,warning: matched using derived family information
Trachysalambria malaiana,Trachysalambria,NEI,Penaeidae,4,Crustaceans,45,warning: matched using derived family information
Trichiurus auriga,Trichiurus,Trichiurinae,Trichiuridae,3,Marine fishes,34,NA
Trichiurus lepturus,Trichiurus,Trichiurinae,Trichiuridae,3,Marine fishes,34,NA
Trichopodus pectoralis,Trichopodus,Luciocephalinae,Osphronemidae,1,Freshwater fishes,13,warning: matched using derived family information
Trichopodus trichopterus,Trichopodus,Luciocephalinae,Osphronemidae,1,Freshwater fishes,13,warning: matched using derived family information
Tridacna derasa,Tridacna,Tridacninae,Cardiidae,5,Molluscs,56,NA
Tridacna gigas,Tridacna,Tridacninae,Cardiidae,5,Molluscs,56,NA
Tridacna maxima,Tridacna,Tridacninae,Cardiidae,5,Molluscs,56,NA
Tridacna noae,Tridacna,Tridacninae,Cardiidae,5,Molluscs,56,warning: matched using genus information
Tridacna squamosa,Tridacna,Tridacninae,Cardiidae,5,Molluscs,56,NA
Tridacna tevoroa,Tridacna,Tridacninae,Cardiidae,5,Molluscs,56,warning: matched using genus information
Trigla lyra,Trigla,Triglinae,Triglidae,3,Marine fishes,34,NA
Triplofusus princeps,Triplofusus,NEI,Fasciolariidae,5,Molluscs,52,warning: matched using derived family information
Tripneustes gratilla,Tripneustes,NEI,Toxopneustidae,7,Miscellaneous aquatic animals,76,NA
Triportheus angulatus,Triportheus,NEI,Triportheidae,1,Freshwater fishes,13,NA
Triportheus nematurus,Triportheus,NEI,Triportheidae,1,Freshwater fishes,13,warning: matched using derived genus information
Trisopterus luscus,Trisopterus,NEI,Gadidae,3,Marine fishes,32,NA
Trisopterus minutus,Trisopterus,NEI,Gadidae,3,Marine fishes,32,NA
Tritia mutabilis,Nassarius,Nassariinae,Nassariidae,5,Molluscs,52,warning: matched using genus information
Trochita trochiformis,Trochita,NEI,Calyptraeidae,5,Molluscs,52,warning: matched using genus information
Trophon geversianus,Trophon,Trophoninae,Muricidae,5,Molluscs,52,warning: matched using genus information
Tubifex tubifex,Tubifex,NEI,Tubificidae,NA,NA,NA,NA
Turbinella angulata,Turbinella,NEI,Turbinellidae,5,Molluscs,52,warning: matched using genus information
Turbo fluctuosus,Turbo,Prisogasterinae,Turbinidae,5,Molluscs,52,NA
Tylochromis aristoma,Tylochromis,Pseudocrenilabrinae,Cichlidae,1,Freshwater fishes,12,NA
Tylochromis polylepis,Tylochromis,Pseudocrenilabrinae,Cichlidae,1,Freshwater fishes,12,warning: matched using derived genus information
Tylosurus acus,Tylosurus,NEI,Belonidae,3,Marine fishes,37,NA
Tylosurus acus acus,Tylosurus,NEI,Belonidae,3,Marine fishes,37,warning: matched using genus information
Tylosurus crocodilus,Tylosurus,NEI,Belonidae,3,Marine fishes,37,NA
Ucides cordatus,Ucides,NEI,Ocypodidae,4,Crustaceans,42,NA
Umbrina canariensis,Umbrina,NEI,Sciaenidae,3,Marine fishes,33,NA
Umbrina canosai,Umbrina,NEI,Sciaenidae,3,Marine fishes,33,NA
Umbrina cirrosa,Umbrina,NEI,Sciaenidae,3,Marine fishes,33,NA
Umbrina reedi,Umbrina,NEI,Sciaenidae,3,Marine fishes,33,warning: matched using genus information
Umbrina ronchus,Umbrina,NEI,Sciaenidae,3,Marine fishes,33,NA
Umbrina xanti,Umbrina,NEI,Sciaenidae,3,Marine fishes,33,NA
Upeneus japonicus,Upeneus,NEI,Mullidae,3,Marine fishes,33,NA
Upeneus moluccensis,Upeneus,NEI,Mullidae,3,Marine fishes,33,NA
Upeneus oligospilus,Upeneus,NEI,Mullidae,3,Marine fishes,33,warning: matched using genus information
Upeneus sulphureus,Upeneus,NEI,Mullidae,3,Marine fishes,33,NA
Upeneus tragula,Upeneus,NEI,Mullidae,3,Marine fishes,33,NA
Upeneus vittatus,Upeneus,NEI,Mullidae,3,Marine fishes,33,NA
Uranoscopus scaber,Uranoscopus,NEI,Uranoscopidae,3,Marine fishes,34,NA
Uraspis uraspis,Uraspis,Caranginae,Carangidae,3,Marine fishes,37,NA
Urechis chilensis,Urechis,NEI,Urechidae,7,Miscellaneous aquatic animals,77,warning: matched using derived genus information
Urophycis brasiliensis,Urophycis,NEI,Phycidae,3,Marine fishes,32,NA
Urophycis chuss,Urophycis,NEI,Phycidae,3,Marine fishes,32,NA
Urophycis tenuis,Urophycis,NEI,Phycidae,3,Marine fishes,32,NA
Uroteuthis chinensis,Uroteuthis,NEI,Loliginidae,5,Molluscs,57,warning: matched using derived genus information
Uroteuthis duvaucelii,Uroteuthis,NEI,Loliginidae,5,Molluscs,57,warning: matched using derived genus information
Uroteuthis edulis,Uroteuthis,NEI,Loliginidae,5,Molluscs,57,warning: matched using derived genus information
Urotrygon aspidura,Urotrygon,NEI,Urotrygonidae,3,Marine fishes,38,NA
Valamugil speigleri,Valamugil,NEI,Mugilidae,3,Marine fishes,33,NA
Variola albimarginata,Variola,Epinephelinae,Serranidae,3,Marine fishes,33,NA
Variola louti,Variola,Epinephelinae,Serranidae,3,Marine fishes,33,NA
Venerupis corrugata,Venerupis,NEI,Veneridae,5,Molluscs,56,NA
Venus antiqua,Ameghinomya,Venerinae,Veneridae,5,Molluscs,56,warning: matched using derived genus information
Venus casina,Venus,NEI,Veneridae,5,Molluscs,56,warning: matched using genus information
Venus verrucosa,Venus,NEI,Veneridae,5,Molluscs,56,NA
Villorita cyprinoides,Villorita,NEI,Corbiculidae,5,Molluscs,51,NA
Vinciguerria lucetia,Vinciguerria,NEI,Phosichthyidae,3,Marine fishes,34,warning: matched using derived genus information
Wallago attu,Wallago,NEI,Siluridae,1,Freshwater fishes,13,NA
Wattsia mossambica,Wattsia,NEI,Lethrinidae,3,Marine fishes,33,NA
Xanthochorus cassidiformis,Xanthochorus,Ocenebrinae,Muricidae,5,Molluscs,52,warning: matched using derived family information
Xenichthys xanti,Xenichthys,Haemulinae,Haemulidae,3,Marine fishes,33,warning: matched using derived genus information
Xenocharax spilurus,Xenocharax,NEI,Distichodontidae,1,Freshwater fishes,13,NA
Xiphias gladius,Xiphias,NEI,Xiphiidae,3,Marine fishes,36,NA
Xiphopenaeus kroyeri,Xiphopenaeus,NEI,Penaeidae,4,Crustaceans,45,NA
Xiphopenaeus kroyeri ,Xiphopenaeus,NEI,Penaeidae,4,Crustaceans,45,warning: matched using derived genus information
Xyrichtys novacula,Xyrichtys,Xyrichtyinae,Labridae,3,Marine fishes,33,NA
Zearaja chilensis,Zearaja,NEI,Rajidae,3,Marine fishes,38,NA
Zenarchopterus dispar,Zenarchopterus,NEI,Zenarchopteridae,3,Marine fishes,37,NA
Zenopsis conchifer,Zenopsis,NEI,Zeidae,3,Marine fishes,34,NA
Zeugopterus punctatus,Zeugopterus,NEI,Scophthalmidae,3,Marine fishes,31,NA
Zeus faber,Zeus,NEI,Zeidae,3,Marine fishes,34,NA
Zidona dufresnei,Zidona,NEI,Volutidae,5,Molluscs,52,NA
Zu elongatus,Zu,NEI,Trachipteridae,3,Marine fishes,37,NA
Zungaro jahu,Zungaro,NEI,Pimelodidae,1,Freshwater fishes,13,warning: matched using derived genus information
Zygochlamys patagonica,Zygochlamys,Pedinae,Pectinidae,5,Molluscs,55,NA
